Index;Route_Instance;Supernet;Subnet;ASN;Destination_Interface;Router
156;inet.0;142.231.0.0/16;142.231.1.108/31;271;Adjacent Router;No;cr1.mgmt.klwn1
157;inet.0;142.231.0.0/16;142.231.1.110/31;271;Adjacent Router;No;cr1.mgmt.klwn1
158;inet.0;142.231.0.0/16;142.231.1.120/31;271;Adjacent Router;No;cr1.mgmt.klwn1
159;inet.0;142.231.0.0/16;142.231.1.160/27;271;Adjacent Router;No;cr1.mgmt.klwn1
160;inet.0;142.231.0.0/16;142.231.2.0/24;271;Adjacent Router;No;cr1.mgmt.klwn1
161;inet.0;142.231.0.0/16;142.231.2.4/30;271;Adjacent Router;No;cr1.mgmt.klwn1
162;inet.0;142.231.0.0/16;142.231.2.12/30;271;Adjacent Router;No;cr1.mgmt.klwn1
163;inet.0;142.231.0.0/16;142.231.2.24/30;271;Adjacent Router;No;cr1.mgmt.klwn1
164;inet.0;142.231.0.0/16;142.231.2.224/27;271;Adjacent Router;No;cr1.mgmt.klwn1
165;inet.0;142.231.0.0/16;142.231.3.0/24;271;Adjacent Router;No;cr1.mgmt.klwn1
166;inet.0;142.231.0.0/16;142.231.6.0/24;271;Adjacent Router;No;cr1.mgmt.klwn1
167;inet.0;142.231.0.0/16;142.231.7.0/27;271;Adjacent Router;No;cr1.mgmt.klwn1
168;inet.0;142.231.0.0/16;142.231.20.0/24;393249;Adjacent Router;No;cr1.mgmt.klwn1
169;inet.0;142.231.0.0/16;142.231.32.0/20;393249;rlt0.33;No;cr1.mgmt.klwn1
170;inet.0;142.231.0.0/16;142.231.64.0/19;393249;rlt0.33;No;cr1.mgmt.klwn1
171;inet.0;142.231.0.0/16;142.231.109.0/24;271;Adjacent Router;No;cr1.mgmt.klwn1
172;inet.0;142.231.0.0/16;142.231.112.0/24;271;Adjacent Router;No;cr1.mgmt.klwn1
173;inet.2;142.231.0.0/16;142.231.1.48/29;271;Adjacent Router;No;cr1.mgmt.klwn1
174;inet.2;142.231.0.0/16;142.231.1.80/29;271;Adjacent Router;No;cr1.mgmt.klwn1
175;inet.2;142.231.0.0/16;142.231.1.108/31;271;Adjacent Router;No;cr1.mgmt.klwn1
176;inet.2;142.231.0.0/16;142.231.1.120/31;271;Adjacent Router;No;cr1.mgmt.klwn1
177;inet.2;142.231.0.0/16;142.231.1.160/27;271;Adjacent Router;No;cr1.mgmt.klwn1
178;inet.2;142.231.0.0/16;142.231.2.4/30;271;Adjacent Router;No;cr1.mgmt.klwn1
179;inet.2;142.231.0.0/16;142.231.2.12/30;271;Adjacent Router;No;cr1.mgmt.klwn1
180;inet.2;142.231.0.0/16;142.231.2.24/30;271;Adjacent Router;No;cr1.mgmt.klwn1
181;inet.2;142.231.0.0/16;142.231.2.224/27;271;Adjacent Router;No;cr1.mgmt.klwn1
182;inet.2;142.231.0.0/16;142.231.112.0/24;271;Adjacent Router;No;cr1.mgmt.klwn1
183;mgmt_junos.inet.0;142.231.0.0/16;142.231.144.0/20;271;fxp0.0;No;cr1.mgmt.klwn1
184;mgmt_junos.inet.0;142.231.0.0/16;142.231.149.0/24;271;fxp0.0;No;cr1.mgmt.klwn1
185;mgmt_junos.inet.0;142.231.0.0/16;142.231.149.0/24;271;fxp0.0;No;cr1.mgmt.klwn1
186;mgmt_junos.inet.0;142.231.0.0/16;142.231.149.2/32;271;fxp0.0;Yes;cr1.mgmt.klwn1
187;mgmt_junos.inet.0;142.231.0.0/16;142.231.149.3/32;271;fxp0.0;Yes;cr1.mgmt.klwn1
188;TRANSIT-KELTX1.inet.0;142.231.0.0/16;142.231.0.0/16;271;Adjacent Router;No;cr1.mgmt.klwn1
