Index;Route_Instance;Supernet;Subnet;ASN;Destination_Interface;Router
75;inet.2;134.87.0.0/16;134.87.2.16/31;;Adjacent Router;No;cr1.mgmt.vncv1
76;inet.2;134.87.0.0/16;134.87.2.17/32;;Adjacent Router;Yes;cr1.mgmt.vncv1
77;inet.2;134.87.0.0/16;134.87.2.20/30;271;rlt0.40;No;cr1.mgmt.vncv1
78;inet.2;134.87.0.0/16;134.87.2.26/31;271;et-7/1/2.2987;No;cr1.mgmt.vncv1
79;inet.2;134.87.0.0/16;134.87.2.27/32;271;et-7/1/2.2987;Yes;cr1.mgmt.vncv1
80;inet.2;134.87.0.0/16;134.87.2.28/30;271;rlt0.40;No;cr1.mgmt.vncv1
81;inet.2;134.87.0.0/16;134.87.2.48/29;271;Adjacent Router;No;cr1.mgmt.vncv1
82;inet.2;134.87.0.0/16;134.87.2.56/31;271;Adjacent Router;No;cr1.mgmt.vncv1
83;inet.2;134.87.0.0/16;134.87.2.58/31;271;Adjacent Router;No;cr1.mgmt.vncv1
84;inet.2;134.87.0.0/16;134.87.2.60/31;271;Adjacent Router;No;cr1.mgmt.vncv1
85;inet.2;134.87.0.0/16;134.87.2.62/31;271;Adjacent Router;No;cr1.mgmt.vncv1
86;inet.2;134.87.0.0/16;134.87.2.64/31;271;rlt0.40;No;cr1.mgmt.vncv1
87;inet.2;134.87.0.0/16;134.87.2.65/32;271;rlt0.40;Yes;cr1.mgmt.vncv1
88;inet.2;134.87.0.0/16;134.87.2.68/30;271;Adjacent Router;No;cr1.mgmt.vncv1
89;inet.2;134.87.0.0/16;134.87.2.72/30;271;Adjacent Router;No;cr1.mgmt.vncv1
90;inet.2;134.87.0.0/16;134.87.2.76/30;271;Adjacent Router;No;cr1.mgmt.vncv1
91;inet.2;134.87.0.0/16;134.87.2.80/30;271;ge-1/1/9.74;No;cr1.mgmt.vncv1
92;inet.2;134.87.0.0/16;134.87.2.82/32;271;ge-1/1/9.74;Yes;cr1.mgmt.vncv1
93;inet.2;134.87.0.0/16;134.87.2.84/30;271;Adjacent Router;No;cr1.mgmt.vncv1
94;inet.2;134.87.0.0/16;134.87.2.128/29;271;Adjacent Router;No;cr1.mgmt.vncv1
95;inet.2;134.87.0.0/16;134.87.2.136/30;271;Adjacent Router;No;cr1.mgmt.vncv1
96;inet.2;134.87.0.0/16;134.87.2.140/30;271;Adjacent Router;No;cr1.mgmt.vncv1
97;inet.2;134.87.0.0/16;134.87.2.160/29;271;xe-2/0/2.83;No;cr1.mgmt.vncv1
98;inet.2;134.87.0.0/16;134.87.2.166/32;271;xe-2/0/2.83;Yes;cr1.mgmt.vncv1
99;inet.2;134.87.0.0/16;134.87.2.168/31;271;et-5/0/2.912;No;cr1.mgmt.vncv1
100;inet.2;134.87.0.0/16;134.87.2.169/32;271;et-5/0/2.912;Yes;cr1.mgmt.vncv1
101;inet.2;134.87.0.0/16;134.87.2.170/31;271;et-5/0/2.170;No;cr1.mgmt.vncv1
102;inet.2;134.87.0.0/16;134.87.2.171/32;271;et-5/0/2.170;Yes;cr1.mgmt.vncv1
103;inet.2;134.87.0.0/16;134.87.2.172/30;271;Adjacent Router;No;cr1.mgmt.vncv1
104;inet.2;134.87.0.0/16;134.87.2.188/30;271;ge-11/1/6.0;No;cr1.mgmt.vncv1
105;inet.2;134.87.0.0/16;134.87.2.189/32;271;ge-11/1/6.0;Yes;cr1.mgmt.vncv1
106;inet.2;134.87.0.0/16;134.87.2.196/31;271;Adjacent Router;No;cr1.mgmt.vncv1
107;inet.2;134.87.0.0/16;134.87.2.198/31;271;Adjacent Router;No;cr1.mgmt.vncv1
108;inet.2;134.87.0.0/16;134.87.2.202/31;271;Adjacent Router;No;cr1.mgmt.vncv1
109;inet.2;134.87.0.0/16;134.87.2.228/31;271;Adjacent Router;No;cr1.mgmt.vncv1
110;inet.2;134.87.0.0/16;134.87.2.230/31;271;Adjacent Router;No;cr1.mgmt.vncv1
111;inet.2;134.87.0.0/16;134.87.2.236/30;271;Adjacent Router;No;cr1.mgmt.vncv1
112;inet.2;134.87.0.0/16;134.87.2.240/30;271;Adjacent Router;No;cr1.mgmt.vncv1
113;inet.2;134.87.0.0/16;134.87.2.244/31;271;Adjacent Router;No;cr1.mgmt.vncv1
114;inet.2;134.87.0.0/16;134.87.2.246/31;271;Adjacent Router;No;cr1.mgmt.vncv1
115;inet.2;134.87.0.0/16;134.87.2.248/31;271;Adjacent Router;No;cr1.mgmt.vncv1
116;inet.2;134.87.0.0/16;134.87.2.250/31;271;Adjacent Router;No;cr1.mgmt.vncv1
117;inet.2;134.87.0.0/16;134.87.4.0/24;271;rlt0.40;No;cr1.mgmt.vncv1
