Index;Route_Instance;Supernet;Subnet;ASN;AS_Path;Destination_Interface;Local;Router
213;TRANSIT-KMLP8.inet.0;207.23.0.0/16;207.23.255.252/32;271;271;lt-0/0/0.30;No;cr1.mgmt.kmlp8
214;IX-KMLP8.inet.0;207.23.0.0/16;207.23.8.0/21;271;271;lt-1/1/0.74;No;cr1.mgmt.kmlp8
215;IX-KMLP8.inet.0;207.23.0.0/16;207.23.88.0/23;271;271;lt-1/1/0.74;No;cr1.mgmt.kmlp8
216;IX-KMLP8.inet.0;207.23.0.0/16;207.23.92.0/23;271;271;lt-0/1/0.50;No;cr1.mgmt.kmlp8
217;IX-KMLP8.inet.0;207.23.0.0/16;207.23.255.16/29;271;271;lt-0/1/0.50;No;cr1.mgmt.kmlp8
218;IX-KMLP8.inet.0;207.23.0.0/16;207.23.255.30/31;271;271;lt-0/1/0.50;No;cr1.mgmt.kmlp8
219;IX-KMLP8.inet.0;207.23.0.0/16;207.23.255.32/28;271;271;lt-0/1/0.50;No;cr1.mgmt.kmlp8
220;IX-KMLP8.inet.0;207.23.0.0/16;207.23.255.48/28;271;271;lt-0/1/0.50;No;cr1.mgmt.kmlp8
221;IX-KMLP8.inet.0;207.23.0.0/16;207.23.255.64/26;271;271;lt-0/1/0.50;No;cr1.mgmt.kmlp8
222;IX-KMLP8.inet.0;207.23.0.0/16;207.23.255.140/30;271;271;lt-0/1/0.50;No;cr1.mgmt.kmlp8
223;IX-KMLP8.inet.0;207.23.0.0/16;207.23.255.144/30;271;271;lt-0/1/0.50;No;cr1.mgmt.kmlp8
224;IX-KMLP8.inet.0;207.23.0.0/16;207.23.255.148/30;271;271;lt-0/1/0.50;No;cr1.mgmt.kmlp8
225;IX-KMLP8.inet.0;207.23.0.0/16;207.23.255.228/30;271;271;lt-0/1/0.50;No;cr1.mgmt.kmlp8
226;IX-KMLP8.inet.0;207.23.0.0/16;207.23.255.252/32;271;271;lt-0/1/0.50;No;cr1.mgmt.kmlp8
227;TRANSIT-KMLP8.inet.0;209.87.0.0/18;209.87.62.0/24;55185;852 13768 55185;xe-0/0/0:2.0;No;cr1.mgmt.kmlp8
228;TRANSIT-KMLP8.inet.0;209.87.0.0/18;209.87.62.0/24;55185;6327 13768 55185;xe-1/0/0:2.0;No;cr1.mgmt.kmlp8
229;mgmt_junos.inet.0;142.231.0.0/16;142.231.144.0/20;271;271;fxp0.0;No;cr1.mgmt.pgrg1
230;mgmt_junos.inet.0;142.231.0.0/16;142.231.150.0/24;271;271;fxp0.0;No;cr1.mgmt.pgrg1
231;mgmt_junos.inet.0;142.231.0.0/16;142.231.150.0/24;271;271;fxp0.0;No;cr1.mgmt.pgrg1
232;mgmt_junos.inet.0;142.231.0.0/16;142.231.150.2/32;271;271;fxp0.0;Yes;cr1.mgmt.pgrg1
233;mgmt_junos.inet.0;142.231.0.0/16;142.231.150.3/32;271;271;fxp0.0;Yes;cr1.mgmt.pgrg1
234;MANLAN.inet.0;142.231.0.0/16;142.231.150.0/24;271;271;ge-4/3/9.654;No;cr1.mgmt.pgrg1
235;TRANSIT-PGTX1.inet.0;192.219.32.0/19;192.219.32.0/19;577;6327 577;xe-5/2/0.0;No;cr1.mgmt.pgrg1
236;TRANSIT-PGTX1.inet.0;192.219.32.0/19;192.219.32.0/19;577;852 577;xe-4/1/1.0;No;cr1.mgmt.pgrg1
237;inet.0;206.12.0.0/16;206.12.0.5/32;271;271;lo0.0;Yes;cr1.mgmt.pgrg1
238;inet.2;206.12.0.0/16;206.12.0.5/32;271;271;lo0.0;Yes;cr1.mgmt.pgrg1
239;TRANSIT-PGTX1.inet.0;206.12.0.0/16;206.12.82.0/24;25668;6327 25668;xe-5/2/0.0;No;cr1.mgmt.pgrg1
240;TRANSIT-PGTX1.inet.0;206.12.0.0/16;206.12.82.0/24;25668;852 6461 25668;xe-4/1/1.0;No;cr1.mgmt.pgrg1
241;TRANSIT-PGTX1.inet.0;206.12.0.0/16;206.12.153.0/24;20473;6327 1299 20473;xe-5/2/0.0;No;cr1.mgmt.pgrg1
242;TRANSIT-PGTX1.inet.0;206.12.0.0/16;206.12.153.0/24;20473;852 3356 20473;xe-4/1/1.0;No;cr1.mgmt.pgrg1
243;IX-PGRG1.inet.0;206.12.0.0/16;206.12.3.5/32;271;271;lo0.3;Yes;cr1.mgmt.pgrg1
244;IX-PGRG1.inet.0;206.12.0.0/16;206.12.5.0/30;271;271;rlt0.50;No;cr1.mgmt.pgrg1
245;IX-PGRG1.inet.0;206.12.0.0/16;206.12.5.2/32;271;271;rlt0.50;Yes;cr1.mgmt.pgrg1
246;IX-PGRG1.inet.0;206.12.0.0/16;206.12.5.4/31;271;271;ae0.3931;No;cr1.mgmt.pgrg1
247;IX-PGRG1.inet.0;206.12.0.0/16;206.12.5.5/32;271;271;ae0.3931;Yes;cr1.mgmt.pgrg1
248;IX-PGRG1.inet.0;206.12.0.0/16;206.12.5.6/31;271;271;ae0.3937;No;cr1.mgmt.pgrg1
249;IX-PGRG1.inet.0;206.12.0.0/16;206.12.5.7/32;271;271;ae0.3937;Yes;cr1.mgmt.pgrg1
250;IX-PGRG1.inet.0;206.12.0.0/16;206.12.5.8/31;271;271;rlt0.12;No;cr1.mgmt.pgrg1
251;IX-PGRG1.inet.0;206.12.0.0/16;206.12.5.9/32;271;271;rlt0.12;Yes;cr1.mgmt.pgrg1
252;IX-PGRG1.inet.0;206.12.0.0/16;206.12.5.10/31;271;271;rlt0.6;No;cr1.mgmt.pgrg1
253;IX-PGRG1.inet.0;206.12.0.0/16;206.12.5.11/32;271;271;rlt0.6;Yes;cr1.mgmt.pgrg1
254;IX-PGRG1.inet.0;206.12.0.0/16;206.12.5.12/31;271;271;rlt0.18;No;cr1.mgmt.pgrg1
255;IX-PGRG1.inet.0;206.12.0.0/16;206.12.5.13/32;271;271;rlt0.18;Yes;cr1.mgmt.pgrg1
256;inet.0;207.23.0.0/16;207.23.72.0/24;271;271;rlt0.10;No;cr1.mgmt.pgrg1
257;inet.0;207.23.0.0/16;207.23.73.0/24;271;271;rlt0.4;No;cr1.mgmt.pgrg1
258;inet.0;207.23.0.0/16;207.23.242.32/30;271;271;rlt0.40;No;cr1.mgmt.pgrg1
259;inet.0;207.23.0.0/16;207.23.242.33/32;271;271;rlt0.40;Yes;cr1.mgmt.pgrg1
260;inet.0;207.23.0.0/16;207.23.242.36/31;271;271;ae0.3932;No;cr1.mgmt.pgrg1
261;inet.0;207.23.0.0/16;207.23.242.37/32;271;271;ae0.3932;Yes;cr1.mgmt.pgrg1
262;inet.0;207.23.0.0/16;207.23.242.38/31;271;271;ae0.3938;No;cr1.mgmt.pgrg1
263;inet.0;207.23.0.0/16;207.23.242.39/32;271;271;ae0.3938;Yes;cr1.mgmt.pgrg1
264;inet.0;207.23.0.0/16;207.23.242.40/30;271;271;ge-4/2/1.212;No;cr1.mgmt.pgrg1
265;inet.0;207.23.0.0/16;207.23.242.42/32;271;271;ge-4/2/1.212;Yes;cr1.mgmt.pgrg1
266;inet.0;207.23.0.0/16;207.23.242.44/31;271;271;rlt0.10;No;cr1.mgmt.pgrg1
267;inet.0;207.23.0.0/16;207.23.242.45/32;271;271;rlt0.10;Yes;cr1.mgmt.pgrg1
268;inet.0;207.23.0.0/16;207.23.242.46/31;271;271;rlt0.4;No;cr1.mgmt.pgrg1
269;inet.0;207.23.0.0/16;207.23.242.47/32;271;271;rlt0.4;Yes;cr1.mgmt.pgrg1
270;inet.0;207.23.0.0/16;207.23.242.70/31;271;271;rlt0.16;No;cr1.mgmt.pgrg1
271;inet.0;207.23.0.0/16;207.23.242.71/32;271;271;rlt0.16;Yes;cr1.mgmt.pgrg1
272;inet.0;207.23.0.0/16;207.23.242.72/30;271;271;rlt0.40;No;cr1.mgmt.pgrg1
273;inet.0;207.23.0.0/16;207.23.242.76/30;271;271;rlt0.40;No;cr1.mgmt.pgrg1
274;inet.0;207.23.0.0/16;207.23.242.96/31;271;271;rlt0.40;No;cr1.mgmt.pgrg1
275;inet.0;207.23.0.0/16;207.23.242.253/32;271;271;rlt0.40;No;cr1.mgmt.pgrg1
276;inet.2;207.23.0.0/16;207.23.242.32/30;271;271;rlt0.40;No;cr1.mgmt.pgrg1
277;inet.2;207.23.0.0/16;207.23.242.33/32;271;271;rlt0.40;Yes;cr1.mgmt.pgrg1
278;inet.2;207.23.0.0/16;207.23.242.36/31;271;271;ae0.3932;No;cr1.mgmt.pgrg1
279;inet.2;207.23.0.0/16;207.23.242.37/32;271;271;ae0.3932;Yes;cr1.mgmt.pgrg1
280;inet.2;207.23.0.0/16;207.23.242.38/31;271;271;ae0.3938;No;cr1.mgmt.pgrg1
281;inet.2;207.23.0.0/16;207.23.242.39/32;271;271;ae0.3938;Yes;cr1.mgmt.pgrg1
282;inet.2;207.23.0.0/16;207.23.242.40/30;271;271;ge-4/2/1.212;No;cr1.mgmt.pgrg1
283;inet.2;207.23.0.0/16;207.23.242.42/32;271;271;ge-4/2/1.212;Yes;cr1.mgmt.pgrg1
284;inet.2;207.23.0.0/16;207.23.242.44/31;271;271;rlt0.10;No;cr1.mgmt.pgrg1
285;inet.2;207.23.0.0/16;207.23.242.45/32;271;271;rlt0.10;Yes;cr1.mgmt.pgrg1
286;inet.2;207.23.0.0/16;207.23.242.46/31;271;271;rlt0.4;No;cr1.mgmt.pgrg1
287;inet.2;207.23.0.0/16;207.23.242.47/32;271;271;rlt0.4;Yes;cr1.mgmt.pgrg1
288;inet.2;207.23.0.0/16;207.23.242.70/31;271;271;rlt0.16;No;cr1.mgmt.pgrg1
289;inet.2;207.23.0.0/16;207.23.242.71/32;271;271;rlt0.16;Yes;cr1.mgmt.pgrg1
290;inet.2;207.23.0.0/16;207.23.242.72/30;271;271;rlt0.40;No;cr1.mgmt.pgrg1
291;inet.2;207.23.0.0/16;207.23.242.76/30;271;271;rlt0.40;No;cr1.mgmt.pgrg1
292;inet.2;207.23.0.0/16;207.23.242.96/31;271;271;rlt0.40;No;cr1.mgmt.pgrg1
293;inet.2;207.23.0.0/16;207.23.242.253/32;271;271;rlt0.40;No;cr1.mgmt.pgrg1
294;TRANSIT-PGTX1.inet.0;207.23.0.0/16;207.23.72.0/24;271;271;rlt0.8;No;cr1.mgmt.pgrg1
295;TRANSIT-PGTX1.inet.0;207.23.0.0/16;207.23.73.0/24;271;271;rlt0.2;No;cr1.mgmt.pgrg1
296;TRANSIT-PGTX1.inet.0;207.23.0.0/16;207.23.128.0/19;397375;852 397375;xe-4/1/1.0;No;cr1.mgmt.pgrg1
297;TRANSIT-PGTX1.inet.0;207.23.0.0/16;207.23.242.16/30;271;271;rlt0.30;No;cr1.mgmt.pgrg1
298;TRANSIT-PGTX1.inet.0;207.23.0.0/16;207.23.242.17/32;271;271;rlt0.30;Yes;cr1.mgmt.pgrg1
299;TRANSIT-PGTX1.inet.0;207.23.0.0/16;207.23.242.20/31;271;271;ae0.3930;No;cr1.mgmt.pgrg1
300;TRANSIT-PGTX1.inet.0;207.23.0.0/16;207.23.242.21/32;271;271;ae0.3930;Yes;cr1.mgmt.pgrg1
301;TRANSIT-PGTX1.inet.0;207.23.0.0/16;207.23.242.22/31;271;271;ae0.3936;No;cr1.mgmt.pgrg1
302;TRANSIT-PGTX1.inet.0;207.23.0.0/16;207.23.242.23/32;271;271;ae0.3936;Yes;cr1.mgmt.pgrg1
303;TRANSIT-PGTX1.inet.0;207.23.0.0/16;207.23.242.24/31;271;271;rlt0.8;No;cr1.mgmt.pgrg1
304;TRANSIT-PGTX1.inet.0;207.23.0.0/16;207.23.242.25/32;271;271;rlt0.8;Yes;cr1.mgmt.pgrg1
305;TRANSIT-PGTX1.inet.0;207.23.0.0/16;207.23.242.26/31;271;271;rlt0.2;No;cr1.mgmt.pgrg1
306;TRANSIT-PGTX1.inet.0;207.23.0.0/16;207.23.242.27/32;271;271;rlt0.2;Yes;cr1.mgmt.pgrg1
307;TRANSIT-PGTX1.inet.0;207.23.0.0/16;207.23.242.28/31;271;271;rlt0.14;No;cr1.mgmt.pgrg1
308;TRANSIT-PGTX1.inet.0;207.23.0.0/16;207.23.242.29/32;271;271;rlt0.14;Yes;cr1.mgmt.pgrg1
309;TRANSIT-PGTX1.inet.0;207.23.0.0/16;207.23.242.72/30;271;271;rlt0.30;No;cr1.mgmt.pgrg1
310;TRANSIT-PGTX1.inet.0;207.23.0.0/16;207.23.242.76/30;271;271;rlt0.30;No;cr1.mgmt.pgrg1
311;TRANSIT-PGTX1.inet.0;207.23.0.0/16;207.23.242.96/31;271;271;rlt0.30;No;cr1.mgmt.pgrg1
312;TRANSIT-PGTX1.inet.0;207.23.0.0/16;207.23.242.253/32;271;271;rlt0.30;No;cr1.mgmt.pgrg1
313;TRANSIT-PGTX1.inet.0;207.23.0.0/16;207.23.253.5/32;271;271;lo0.1;Yes;cr1.mgmt.pgrg1
314;IX-PGRG1.inet.0;207.23.0.0/16;207.23.72.0/24;271;271;rlt0.12;No;cr1.mgmt.pgrg1
315;IX-PGRG1.inet.0;207.23.0.0/16;207.23.73.0/24;271;271;rlt0.6;No;cr1.mgmt.pgrg1
316;IX-PGRG1.inet.0;207.23.0.0/16;207.23.242.72/30;271;271;rlt0.50;No;cr1.mgmt.pgrg1
317;IX-PGRG1.inet.0;207.23.0.0/16;207.23.242.76/30;271;271;rlt0.50;No;cr1.mgmt.pgrg1
318;IX-PGRG1.inet.0;207.23.0.0/16;207.23.242.96/31;271;271;rlt0.50;No;cr1.mgmt.pgrg1
319;IX-PGRG1.inet.0;207.23.0.0/16;207.23.242.252/32;271;271;lo0.3;Yes;cr1.mgmt.pgrg1
320;IX-PGRG1.inet.0;207.23.0.0/16;207.23.242.253/32;271;271;rlt0.50;No;cr1.mgmt.pgrg1
321;inet.0;209.87.0.0/18;209.87.18.0/24;271;271;rlt0.40;No;cr1.mgmt.pgrg1
322;inet.2;209.87.0.0/18;209.87.18.0/24;271;271;rlt0.40;No;cr1.mgmt.pgrg1
323;TRANSIT-PGTX1.inet.0;209.87.0.0/18;209.87.18.0/24;271;271;rlt0.30;No;cr1.mgmt.pgrg1
324;TRANSIT-PGTX1.inet.0;209.87.0.0/18;209.87.62.0/24;55185;852 13768 55185;xe-4/1/1.0;No;cr1.mgmt.pgrg1
325;TRANSIT-PGTX1.inet.0;209.87.0.0/18;209.87.62.0/24;55185;6327 13768 55185;xe-5/2/0.0;No;cr1.mgmt.pgrg1
326;IX-PGRG1.inet.0;209.87.0.0/18;209.87.18.0/24;271;271;rlt0.50;No;cr1.mgmt.pgrg1
327;inet.0;134.87.0.0/16;134.87.2.56/31;271;271;rlt0.80;No;cr1.mgmt.srry1
328;inet.0;134.87.0.0/16;134.87.2.56/32;271;271;rlt0.80;Yes;cr1.mgmt.srry1
329;inet.0;134.87.0.0/16;134.87.2.58/31;271;271;rlt0.70;No;cr1.mgmt.srry1
330;inet.0;134.87.0.0/16;134.87.2.59/32;271;271;rlt0.70;Yes;cr1.mgmt.srry1
331;inet.0;134.87.0.0/16;134.87.2.60/31;271;271;rlt0.40;No;cr1.mgmt.srry1
332;inet.0;134.87.0.0/16;134.87.2.61/32;271;271;rlt0.40;Yes;cr1.mgmt.srry1
333;inet.0;134.87.0.0/16;134.87.2.62/31;271;271;rlt0.54;No;cr1.mgmt.srry1
334;inet.0;134.87.0.0/16;134.87.2.62/32;271;271;rlt0.54;Yes;cr1.mgmt.srry1
335;inet.0;134.87.0.0/16;134.87.2.68/30;271;271;xe-3/0/6.902;No;cr1.mgmt.srry1
336;inet.0;134.87.0.0/16;134.87.2.70/32;271;271;xe-3/0/6.902;Yes;cr1.mgmt.srry1
337;inet.0;134.87.0.0/16;134.87.2.72/30;271;271;xe-3/2/4.156;No;cr1.mgmt.srry1
338;inet.0;134.87.0.0/16;134.87.2.74/32;271;271;xe-3/2/4.156;Yes;cr1.mgmt.srry1
339;inet.0;134.87.0.0/16;134.87.2.244/31;271;271;rlt0.78;No;cr1.mgmt.srry1
340;inet.0;134.87.0.0/16;134.87.2.244/32;271;271;rlt0.78;Yes;cr1.mgmt.srry1
341;inet.0;134.87.0.0/16;134.87.2.250/31;271;271;xe-1/1/1.45;No;cr1.mgmt.srry1
342;inet.0;134.87.0.0/16;134.87.2.250/32;271;271;xe-1/1/1.45;Yes;cr1.mgmt.srry1
343;inet.2;134.87.0.0/16;134.87.2.56/31;271;271;rlt0.80;No;cr1.mgmt.srry1
344;inet.2;134.87.0.0/16;134.87.2.56/32;271;271;rlt0.80;Yes;cr1.mgmt.srry1
345;inet.2;134.87.0.0/16;134.87.2.58/31;271;271;rlt0.70;No;cr1.mgmt.srry1
346;inet.2;134.87.0.0/16;134.87.2.59/32;271;271;rlt0.70;Yes;cr1.mgmt.srry1
347;inet.2;134.87.0.0/16;134.87.2.60/31;271;271;rlt0.40;No;cr1.mgmt.srry1
348;inet.2;134.87.0.0/16;134.87.2.61/32;271;271;rlt0.40;Yes;cr1.mgmt.srry1
349;inet.2;134.87.0.0/16;134.87.2.62/31;271;271;rlt0.54;No;cr1.mgmt.srry1
350;inet.2;134.87.0.0/16;134.87.2.62/32;271;271;rlt0.54;Yes;cr1.mgmt.srry1
351;inet.2;134.87.0.0/16;134.87.2.68/30;271;271;xe-3/0/6.902;No;cr1.mgmt.srry1
352;inet.2;134.87.0.0/16;134.87.2.70/32;271;271;xe-3/0/6.902;Yes;cr1.mgmt.srry1
353;inet.2;134.87.0.0/16;134.87.2.72/30;271;271;xe-3/2/4.156;No;cr1.mgmt.srry1
354;inet.2;134.87.0.0/16;134.87.2.74/32;271;271;xe-3/2/4.156;Yes;cr1.mgmt.srry1
355;inet.2;134.87.0.0/16;134.87.2.244/31;271;271;rlt0.78;No;cr1.mgmt.srry1
356;inet.2;134.87.0.0/16;134.87.2.244/32;271;271;rlt0.78;Yes;cr1.mgmt.srry1
357;inet.2;134.87.0.0/16;134.87.2.250/31;271;271;xe-1/1/1.45;No;cr1.mgmt.srry1
358;inet.2;134.87.0.0/16;134.87.2.250/32;271;271;xe-1/1/1.45;Yes;cr1.mgmt.srry1
359;IX-SRRY1.inet.0;134.87.0.0/16;134.87.0.36/31;271;271;rlt0.76;No;cr1.mgmt.srry1
360;IX-SRRY1.inet.0;134.87.0.0/16;134.87.0.36/32;271;271;rlt0.76;Yes;cr1.mgmt.srry1
361;IX-SRRY1.inet.0;134.87.0.0/16;134.87.0.40/31;271;271;rlt0.84;No;cr1.mgmt.srry1
362;IX-SRRY1.inet.0;134.87.0.0/16;134.87.0.40/32;271;271;rlt0.84;Yes;cr1.mgmt.srry1
363;IX-SRRY1.inet.0;134.87.0.0/16;134.87.0.52/31;271;271;rlt0.52;No;cr1.mgmt.srry1
364;IX-SRRY1.inet.0;134.87.0.0/16;134.87.0.52/32;271;271;rlt0.52;Yes;cr1.mgmt.srry1
365;IX-SRRY1.inet.0;134.87.0.0/16;134.87.0.72/30;271;271;xe-3/2/4.155;No;cr1.mgmt.srry1
366;IX-SRRY1.inet.0;134.87.0.0/16;134.87.0.74/32;271;271;xe-3/2/4.155;Yes;cr1.mgmt.srry1
367;IX-SRRY1.inet.0;134.87.0.0/16;134.87.0.84/30;271;271;rlt0.116;No;cr1.mgmt.srry1
368;IX-SRRY1.inet.0;134.87.0.0/16;134.87.0.86/32;271;271;rlt0.116;Yes;cr1.mgmt.srry1
369;IX-SRRY1.inet.0;134.87.0.0/16;134.87.0.92/30;271;271;xe-3/0/6.909;No;cr1.mgmt.srry1
370;IX-SRRY1.inet.0;134.87.0.0/16;134.87.0.94/32;271;271;xe-3/0/6.909;Yes;cr1.mgmt.srry1
371;IX-SRRY1.inet.0;134.87.0.0/16;134.87.0.96/31;271;271;rlt0.170;No;cr1.mgmt.srry1
372;IX-SRRY1.inet.0;134.87.0.0/16;134.87.0.97/32;271;271;rlt0.170;Yes;cr1.mgmt.srry1
373;IX-SRRY1.inet.0;134.87.0.0/16;134.87.0.100/31;271;271;xe-1/1/1.166;No;cr1.mgmt.srry1
374;IX-SRRY1.inet.0;134.87.0.0/16;134.87.0.101/32;271;271;xe-1/1/1.166;Yes;cr1.mgmt.srry1
375;TRANSIT-SRRY1.inet.0;134.87.0.0/16;134.87.30.192/31;271;271;rlt0.72;No;cr1.mgmt.srry1
376;TRANSIT-SRRY1.inet.0;134.87.0.0/16;134.87.30.193/32;271;271;rlt0.72;Yes;cr1.mgmt.srry1
377;TRANSIT-SRRY1.inet.0;134.87.0.0/16;134.87.30.196/31;271;271;rlt0.82;No;cr1.mgmt.srry1
378;TRANSIT-SRRY1.inet.0;134.87.0.0/16;134.87.30.196/32;271;271;rlt0.82;Yes;cr1.mgmt.srry1
379;TRANSIT-SRRY1.inet.0;134.87.0.0/16;134.87.30.222/31;271;271;rlt0.50;No;cr1.mgmt.srry1
380;TRANSIT-SRRY1.inet.0;134.87.0.0/16;134.87.30.222/32;271;271;rlt0.50;Yes;cr1.mgmt.srry1
381;TRANSIT-SRRY1.inet.0;134.87.0.0/16;134.87.30.224/31;271;271;rlt0.74;No;cr1.mgmt.srry1
382;TRANSIT-SRRY1.inet.0;134.87.0.0/16;134.87.30.224/32;271;271;rlt0.74;Yes;cr1.mgmt.srry1
383;TRANSIT-SRRY1.inet.0;134.87.0.0/16;134.87.30.242/31;271;271;xe-1/1/1.33;No;cr1.mgmt.srry1
384;TRANSIT-SRRY1.inet.0;134.87.0.0/16;134.87.30.242/32;271;271;xe-1/1/1.33;Yes;cr1.mgmt.srry1
385;inet.0;142.231.0.0/16;142.231.1.100/30;271;271;rlt0.40;No;cr1.mgmt.srry1
386;inet.0;142.231.0.0/16;142.231.1.104/30;271;271;rlt0.40;No;cr1.mgmt.srry1
387;inet.0;142.231.0.0/16;142.231.1.110/31;271;271;rlt0.40;No;cr1.mgmt.srry1
388;mgmt_junos.inet.0;142.231.0.0/16;142.231.144.0/20;271;271;fxp0.0;No;cr1.mgmt.srry1
389;mgmt_junos.inet.0;142.231.0.0/16;142.231.154.0/24;271;271;fxp0.0;No;cr1.mgmt.srry1
390;mgmt_junos.inet.0;142.231.0.0/16;142.231.154.0/24;271;271;fxp0.0;No;cr1.mgmt.srry1
391;mgmt_junos.inet.0;142.231.0.0/16;142.231.154.2/32;271;271;fxp0.0;Yes;cr1.mgmt.srry1
392;mgmt_junos.inet.0;142.231.0.0/16;142.231.154.3/32;271;271;fxp0.0;Yes;cr1.mgmt.srry1
393;MANLAN.inet.0;142.231.0.0/16;142.231.154.0/24;271;271;ge-1/2/2.654;No;cr1.mgmt.srry1
394;IX-SRRY1.inet.0;142.231.0.0/16;142.231.1.100/30;271;271;rlt0.116;No;cr1.mgmt.srry1
395;IX-SRRY1.inet.0;142.231.0.0/16;142.231.1.104/30;271;271;rlt0.116;No;cr1.mgmt.srry1
396;IX-SRRY1.inet.0;142.231.0.0/16;142.231.1.110/31;271;271;rlt0.116;No;cr1.mgmt.srry1
397;IX-SRRY1.inet.0;142.231.0.0/16;142.231.117.0/24;271;271;rlt0.116;No;cr1.mgmt.srry1
398;TRANSIT-SRRY1.inet.0;142.231.0.0/16;142.231.1.100/30;271;271;rlt0.30;No;cr1.mgmt.srry1
399;TRANSIT-SRRY1.inet.0;142.231.0.0/16;142.231.1.104/30;271;271;rlt0.30;No;cr1.mgmt.srry1
400;TRANSIT-SRRY1.inet.0;142.231.0.0/16;142.231.1.110/31;271;271;rlt0.30;No;cr1.mgmt.srry1
401;TRANSIT-SRRY1.inet.0;142.231.0.0/16;142.231.117.0/24;271;271;rlt0.30;No;cr1.mgmt.srry1
402;TRANSIT-SRRY1.inet.0;192.219.32.0/19;192.219.32.0/19;577;6327 577;xe-5/1/0:0.0;No;cr1.mgmt.srry1
403;TRANSIT-SRRY1.inet.0;192.219.32.0/19;192.219.32.0/19;577;852 577;xe-3/2/1.0;No;cr1.mgmt.srry1
404;inet.0;206.12.0.0/16;206.12.0.7/32;271;271;lo0.0;Yes;cr1.mgmt.srry1
405;inet.0;206.12.0.0/16;206.12.1.0/24;36391;36391;xe-3/0/6.902;No;cr1.mgmt.srry1
406;inet.0;206.12.0.0/16;206.12.6.0/23;11105;11105 11105 11105;xe-1/1/1.45;No;cr1.mgmt.srry1
407;inet.0;206.12.0.0/16;206.12.10.0/24;11105;11105 11105 11105;xe-1/1/1.45;No;cr1.mgmt.srry1
408;inet.0;206.12.0.0/16;206.12.16.0/24;11105;11105 11105 11105;xe-1/1/1.45;No;cr1.mgmt.srry1
409;inet.0;206.12.0.0/16;206.12.17.0/24;11105;11105 11105 11105;xe-1/1/1.45;No;cr1.mgmt.srry1
410;inet.0;206.12.0.0/16;206.12.128.0/24;11105;11105 11105 11105;xe-1/1/1.45;No;cr1.mgmt.srry1
411;inet.0;206.12.0.0/16;206.12.150.0/24;271;271;rlt0.40;No;cr1.mgmt.srry1
412;inet.2;206.12.0.0/16;206.12.0.7/32;271;271;lo0.0;Yes;cr1.mgmt.srry1
413;IX-SRRY1.inet.0;206.12.0.0/16;206.12.1.0/24;36391;36391;xe-3/0/6.909;No;cr1.mgmt.srry1
414;IX-SRRY1.inet.0;206.12.0.0/16;206.12.3.7/32;271;271;lo0.3;Yes;cr1.mgmt.srry1
415;IX-SRRY1.inet.0;206.12.0.0/16;206.12.6.0/23;11105;11105 11105 11105;xe-1/1/1.166;No;cr1.mgmt.srry1
416;IX-SRRY1.inet.0;206.12.0.0/16;206.12.10.0/24;11105;11105 11105 11105;xe-1/1/1.166;No;cr1.mgmt.srry1
417;IX-SRRY1.inet.0;206.12.0.0/16;206.12.16.0/24;11105;11105 11105 11105;xe-1/1/1.166;No;cr1.mgmt.srry1
418;IX-SRRY1.inet.0;206.12.0.0/16;206.12.17.0/24;11105;11105 11105 11105;xe-1/1/1.166;No;cr1.mgmt.srry1
419;IX-SRRY1.inet.0;206.12.0.0/16;206.12.128.0/24;11105;11105 11105 11105;xe-1/1/1.166;No;cr1.mgmt.srry1
420;IX-SRRY1.inet.0;206.12.0.0/16;206.12.150.0/24;271;271;rlt0.116;No;cr1.mgmt.srry1
421;TRANSIT-SRRY1.inet.0;206.12.0.0/16;206.12.1.0/24;36391;36391;xe-3/0/6.904;No;cr1.mgmt.srry1
422;TRANSIT-SRRY1.inet.0;206.12.0.0/16;206.12.6.0/23;11105;11105 11105 11105;xe-1/1/1.33;No;cr1.mgmt.srry1
423;TRANSIT-SRRY1.inet.0;206.12.0.0/16;206.12.10.0/24;11105;11105 11105 11105;xe-1/1/1.33;No;cr1.mgmt.srry1
424;TRANSIT-SRRY1.inet.0;206.12.0.0/16;206.12.16.0/24;11105;11105 11105 11105;xe-1/1/1.33;No;cr1.mgmt.srry1
425;TRANSIT-SRRY1.inet.0;206.12.0.0/16;206.12.17.0/24;11105;11105 11105 11105;xe-1/1/1.33;No;cr1.mgmt.srry1
426;TRANSIT-SRRY1.inet.0;206.12.0.0/16;206.12.82.0/24;25668;6327 25668;xe-5/1/0:0.0;No;cr1.mgmt.srry1
427;TRANSIT-SRRY1.inet.0;206.12.0.0/16;206.12.82.0/24;25668;852 6461 25668;xe-3/2/1.0;No;cr1.mgmt.srry1
428;TRANSIT-SRRY1.inet.0;206.12.0.0/16;206.12.128.0/24;11105;11105 11105 11105;xe-1/1/1.33;No;cr1.mgmt.srry1
429;TRANSIT-SRRY1.inet.0;206.12.0.0/16;206.12.150.0/24;271;271;rlt0.30;No;cr1.mgmt.srry1
430;TRANSIT-SRRY1.inet.0;206.12.0.0/16;206.12.153.0/24;20473;6327 1299 20473;xe-5/1/0:0.0;No;cr1.mgmt.srry1
431;TRANSIT-SRRY1.inet.0;206.12.0.0/16;206.12.153.0/24;20473;852 3356 20473;xe-3/2/1.0;No;cr1.mgmt.srry1
