Index;Route_Instance;Supernet;Subnet;ASN;AS_Path;Destination_Interface;Local;Router
432;inet.0;207.23.0.0/16;207.23.85.0/24;11105;11105 11105 11105;xe-1/1/1.45;No;cr1.mgmt.srry1
433;inet.0;207.23.0.0/16;207.23.160.0/19;11105;11105 11105 11105;xe-1/1/1.45;No;cr1.mgmt.srry1
434;inet.0;207.23.0.0/16;207.23.192.0/19;11105;11105 11105 11105;xe-1/1/1.45;No;cr1.mgmt.srry1
435;inet.0;207.23.0.0/16;207.23.240.214/32;271;271;rlt0.40;No;cr1.mgmt.srry1
436;IX-SRRY1.inet.0;207.23.0.0/16;207.23.85.0/24;11105;11105 11105 11105;xe-1/1/1.166;No;cr1.mgmt.srry1
437;IX-SRRY1.inet.0;207.23.0.0/16;207.23.160.0/19;11105;11105 11105 11105;xe-1/1/1.166;No;cr1.mgmt.srry1
438;IX-SRRY1.inet.0;207.23.0.0/16;207.23.192.0/19;11105;11105 11105 11105;xe-1/1/1.166;No;cr1.mgmt.srry1
439;IX-SRRY1.inet.0;207.23.0.0/16;207.23.240.214/32;271;271;rlt0.116;No;cr1.mgmt.srry1
440;TRANSIT-SRRY1.inet.0;207.23.0.0/16;207.23.85.0/24;11105;11105 11105 11105;xe-1/1/1.33;No;cr1.mgmt.srry1
441;TRANSIT-SRRY1.inet.0;207.23.0.0/16;207.23.128.0/19;397375;852 397375;xe-3/2/1.0;No;cr1.mgmt.srry1
442;TRANSIT-SRRY1.inet.0;207.23.0.0/16;207.23.160.0/19;11105;11105 11105 11105;xe-1/1/1.33;No;cr1.mgmt.srry1
443;TRANSIT-SRRY1.inet.0;207.23.0.0/16;207.23.192.0/19;11105;11105 11105 11105;xe-1/1/1.33;No;cr1.mgmt.srry1
444;TRANSIT-SRRY1.inet.0;207.23.0.0/16;207.23.240.16/30;271;271;xe-3/0/6.904;No;cr1.mgmt.srry1
445;TRANSIT-SRRY1.inet.0;207.23.0.0/16;207.23.240.18/32;271;271;xe-3/0/6.904;Yes;cr1.mgmt.srry1
446;TRANSIT-SRRY1.inet.0;207.23.0.0/16;207.23.240.24/30;271;271;xe-3/2/4.154;No;cr1.mgmt.srry1
447;TRANSIT-SRRY1.inet.0;207.23.0.0/16;207.23.240.26/32;271;271;xe-3/2/4.154;Yes;cr1.mgmt.srry1
448;TRANSIT-SRRY1.inet.0;207.23.0.0/16;207.23.240.60/31;271;271;rlt0.30;No;cr1.mgmt.srry1
449;TRANSIT-SRRY1.inet.0;207.23.0.0/16;207.23.240.61/32;271;271;rlt0.30;Yes;cr1.mgmt.srry1
450;TRANSIT-SRRY1.inet.0;207.23.0.0/16;207.23.240.214/32;271;271;rlt0.30;No;cr1.mgmt.srry1
451;TRANSIT-SRRY1.inet.0;207.23.0.0/16;207.23.253.7/32;271;271;lo0.1;Yes;cr1.mgmt.srry1
452;inet.0;209.87.0.0/18;209.87.28.0/23;271;271;rlt0.70;No;cr1.mgmt.srry1
453;inet.0;209.87.0.0/18;209.87.31.0/24;11105;11105 11105 11105;xe-1/1/1.45;No;cr1.mgmt.srry1
454;inet.0;209.87.0.0/18;209.87.56.0/22;11105;11105 11105 11105;xe-1/1/1.45;No;cr1.mgmt.srry1
455;inet.0;209.87.0.0/18;209.87.60.0/24;11105;11105 11105 11105;xe-1/1/1.45;No;cr1.mgmt.srry1
456;IX-SRRY1.inet.0;209.87.0.0/18;209.87.28.0/23;271;271;rlt0.170;No;cr1.mgmt.srry1
457;IX-SRRY1.inet.0;209.87.0.0/18;209.87.31.0/24;11105;11105 11105 11105;xe-1/1/1.166;No;cr1.mgmt.srry1
458;IX-SRRY1.inet.0;209.87.0.0/18;209.87.56.0/22;11105;11105 11105 11105;xe-1/1/1.166;No;cr1.mgmt.srry1
459;IX-SRRY1.inet.0;209.87.0.0/18;209.87.60.0/24;11105;11105 11105 11105;xe-1/1/1.166;No;cr1.mgmt.srry1
460;TRANSIT-SRRY1.inet.0;209.87.0.0/18;209.87.28.0/23;271;271;rlt0.72;No;cr1.mgmt.srry1
461;TRANSIT-SRRY1.inet.0;209.87.0.0/18;209.87.31.0/24;11105;11105 11105 11105;xe-1/1/1.33;No;cr1.mgmt.srry1
462;TRANSIT-SRRY1.inet.0;209.87.0.0/18;209.87.56.0/22;11105;11105 11105 11105;xe-1/1/1.33;No;cr1.mgmt.srry1
463;TRANSIT-SRRY1.inet.0;209.87.0.0/18;209.87.60.0/24;11105;11105 11105 11105;xe-1/1/1.33;No;cr1.mgmt.srry1
464;TRANSIT-SRRY1.inet.0;209.87.0.0/18;209.87.62.0/24;55185;852 13768 55185;xe-3/2/1.0;No;cr1.mgmt.srry1
465;TRANSIT-SRRY1.inet.0;209.87.0.0/18;209.87.62.0/24;55185;6327 13768 55185;xe-5/1/0:0.0;No;cr1.mgmt.srry1
466;inet.0;134.87.0.0/16;134.87.32.0/19;16462;16462;xe-1/0/2.2922;No;cr1.mgmt.vctr3
467;inet.0;134.87.0.0/16;134.87.128.0/18;16462;16462;xe-1/0/2.2922;No;cr1.mgmt.vctr3
468;IX-VCTR3.inet.0;134.87.0.0/16;134.87.32.0/19;16462;16462;xe-1/0/2.2921;No;cr1.mgmt.vctr3
469;IX-VCTR3.inet.0;134.87.0.0/16;134.87.128.0/18;16462;16462;xe-1/0/2.2921;No;cr1.mgmt.vctr3
470;TRANSIT-VCTR3.inet.0;134.87.0.0/16;134.87.32.0/19;16462;16462;xe-1/0/6.2920;No;cr1.mgmt.vctr3
471;TRANSIT-VCTR3.inet.0;134.87.0.0/16;134.87.128.0/18;16462;16462;xe-1/0/6.2920;No;cr1.mgmt.vctr3
472;mgmt_junos.inet.0;142.231.0.0/16;142.231.144.0/20;271;271;fxp0.0;No;cr1.mgmt.vctr3
473;mgmt_junos.inet.0;142.231.0.0/16;142.231.147.0/24;271;271;fxp0.0;No;cr1.mgmt.vctr3
474;mgmt_junos.inet.0;142.231.0.0/16;142.231.147.0/24;271;271;fxp0.0;No;cr1.mgmt.vctr3
475;mgmt_junos.inet.0;142.231.0.0/16;142.231.147.16/32;271;271;fxp0.0;Yes;cr1.mgmt.vctr3
476;mgmt_junos.inet.0;142.231.0.0/16;142.231.147.18/32;271;271;fxp0.0;Yes;cr1.mgmt.vctr3
477;MANLAN.inet.0;142.231.0.0/16;142.231.147.0/24;271;271;ge-0/0/0.654;No;cr1.mgmt.vctr3
478;TRANSIT-VCTR3.inet.0;192.219.32.0/19;192.219.32.0/19;577;6327 577;xe-1/0/3.0;No;cr1.mgmt.vctr3
479;TRANSIT-VCTR3.inet.0;192.219.32.0/19;192.219.32.0/19;577;852 577;xe-1/1/3.0;No;cr1.mgmt.vctr3
480;inet.0;206.12.0.0/16;206.12.0.8/32;271;271;lo0.0;Yes;cr1.mgmt.vctr3
481;inet.0;206.12.0.0/16;206.12.48.0/24;16462;16462;et-5/0/5.2991;No;cr1.mgmt.vctr3
482;inet.0;206.12.0.0/16;206.12.50.0/24;16462;16462;xe-1/0/2.2922;No;cr1.mgmt.vctr3
483;inet.0;206.12.0.0/16;206.12.56.0/23;16462;16462;et-5/0/5.2991;No;cr1.mgmt.vctr3
484;inet.0;206.12.0.0/16;206.12.58.0/24;16462;16462;et-5/0/5.2991;No;cr1.mgmt.vctr3
485;inet.0;206.12.0.0/16;206.12.59.0/24;16462;16462;et-5/0/5.2991;No;cr1.mgmt.vctr3
486;inet.0;206.12.0.0/16;206.12.60.0/22;16462;16462;xe-1/0/2.2922;No;cr1.mgmt.vctr3
487;inet.0;206.12.0.0/16;206.12.88.0/21;16462;16462;et-5/0/5.2991;No;cr1.mgmt.vctr3
488;inet.0;206.12.0.0/16;206.12.96.0/21;16462;16462;et-5/0/5.2991;No;cr1.mgmt.vctr3
489;inet.0;206.12.0.0/16;206.12.154.0/24;16462;16462;xe-1/0/2.2922;No;cr1.mgmt.vctr3
490;inet.0;206.12.0.0/16;206.12.155.0/24;16462;16462;et-5/0/5.2991;No;cr1.mgmt.vctr3
491;inet.0;206.12.0.0/16;206.12.224.0/19;16462;16462;xe-1/0/2.2922;No;cr1.mgmt.vctr3
492;inet.2;206.12.0.0/16;206.12.0.8/32;271;271;lo0.0;Yes;cr1.mgmt.vctr3
493;IX-VCTR3.inet.0;206.12.0.0/16;206.12.3.8/32;271;271;lo0.3;Yes;cr1.mgmt.vctr3
494;IX-VCTR3.inet.0;206.12.0.0/16;206.12.48.0/24;16462;16462;et-5/0/5.2992;No;cr1.mgmt.vctr3
495;IX-VCTR3.inet.0;206.12.0.0/16;206.12.50.0/24;16462;16462;xe-1/0/2.2921;No;cr1.mgmt.vctr3
496;IX-VCTR3.inet.0;206.12.0.0/16;206.12.56.0/23;16462;16462;et-5/0/5.2992;No;cr1.mgmt.vctr3
497;IX-VCTR3.inet.0;206.12.0.0/16;206.12.58.0/24;16462;16462;et-5/0/5.2992;No;cr1.mgmt.vctr3
498;IX-VCTR3.inet.0;206.12.0.0/16;206.12.59.0/24;16462;16462;et-5/0/5.2992;No;cr1.mgmt.vctr3
499;IX-VCTR3.inet.0;206.12.0.0/16;206.12.60.0/22;16462;16462;xe-1/0/2.2921;No;cr1.mgmt.vctr3
500;IX-VCTR3.inet.0;206.12.0.0/16;206.12.88.0/21;16462;16462;et-5/0/5.2992;No;cr1.mgmt.vctr3
501;IX-VCTR3.inet.0;206.12.0.0/16;206.12.96.0/21;16462;16462;et-5/0/5.2992;No;cr1.mgmt.vctr3
502;IX-VCTR3.inet.0;206.12.0.0/16;206.12.154.0/24;16462;16462;xe-1/0/2.2921;No;cr1.mgmt.vctr3
503;IX-VCTR3.inet.0;206.12.0.0/16;206.12.155.0/24;16462;16462;et-5/0/5.2992;No;cr1.mgmt.vctr3
504;IX-VCTR3.inet.0;206.12.0.0/16;206.12.224.0/19;16462;16462;xe-1/0/2.2921;No;cr1.mgmt.vctr3
505;TRANSIT-VCTR3.inet.0;206.12.0.0/16;206.12.48.0/24;16462;16462;et-5/0/5.2952;No;cr1.mgmt.vctr3
506;TRANSIT-VCTR3.inet.0;206.12.0.0/16;206.12.50.0/24;16462;16462;xe-1/0/6.2920;No;cr1.mgmt.vctr3
507;TRANSIT-VCTR3.inet.0;206.12.0.0/16;206.12.56.0/23;16462;16462;et-5/0/5.2952;No;cr1.mgmt.vctr3
508;TRANSIT-VCTR3.inet.0;206.12.0.0/16;206.12.58.0/24;16462;16462;et-5/0/5.2952;No;cr1.mgmt.vctr3
509;TRANSIT-VCTR3.inet.0;206.12.0.0/16;206.12.59.0/24;16462;16462;et-5/0/5.2952;No;cr1.mgmt.vctr3
510;TRANSIT-VCTR3.inet.0;206.12.0.0/16;206.12.60.0/22;16462;16462;xe-1/0/6.2920;No;cr1.mgmt.vctr3
511;TRANSIT-VCTR3.inet.0;206.12.0.0/16;206.12.82.0/24;25668;6327 25668;xe-1/0/3.0;No;cr1.mgmt.vctr3
512;TRANSIT-VCTR3.inet.0;206.12.0.0/16;206.12.82.0/24;25668;852 6939 25668;xe-1/1/3.0;No;cr1.mgmt.vctr3
513;TRANSIT-VCTR3.inet.0;206.12.0.0/16;206.12.88.0/21;16462;16462;et-5/0/5.2952;No;cr1.mgmt.vctr3
514;TRANSIT-VCTR3.inet.0;206.12.0.0/16;206.12.96.0/21;16462;16462;et-5/0/5.2952;No;cr1.mgmt.vctr3
515;TRANSIT-VCTR3.inet.0;206.12.0.0/16;206.12.153.0/24;20473;6327 1299 20473;xe-1/0/3.0;No;cr1.mgmt.vctr3
516;TRANSIT-VCTR3.inet.0;206.12.0.0/16;206.12.153.0/24;20473;852 3356 20473;xe-1/1/3.0;No;cr1.mgmt.vctr3
517;TRANSIT-VCTR3.inet.0;206.12.0.0/16;206.12.154.0/24;16462;16462;xe-1/0/6.2920;No;cr1.mgmt.vctr3
518;TRANSIT-VCTR3.inet.0;206.12.0.0/16;206.12.155.0/24;16462;16462;et-5/0/5.2952;No;cr1.mgmt.vctr3
519;TRANSIT-VCTR3.inet.0;206.12.0.0/16;206.12.224.0/19;16462;16462;xe-1/0/6.2920;No;cr1.mgmt.vctr3
520;inet.0;206.87.0.0/16;206.87.64.0/21;16462;16462;xe-1/0/2.2922;No;cr1.mgmt.vctr3
521;inet.0;206.87.0.0/16;206.87.80.0/20;16462;16462;xe-1/0/2.2922;No;cr1.mgmt.vctr3
522;inet.0;206.87.0.0/16;206.87.160.0/19;16462;16462;xe-1/0/2.2922;No;cr1.mgmt.vctr3
523;IX-VCTR3.inet.0;206.87.0.0/16;206.87.64.0/21;16462;16462;xe-1/0/2.2921;No;cr1.mgmt.vctr3
524;IX-VCTR3.inet.0;206.87.0.0/16;206.87.80.0/20;16462;16462;xe-1/0/2.2921;No;cr1.mgmt.vctr3
525;IX-VCTR3.inet.0;206.87.0.0/16;206.87.160.0/19;16462;16462;xe-1/0/2.2921;No;cr1.mgmt.vctr3
526;TRANSIT-VCTR3.inet.0;206.87.0.0/16;206.87.64.0/21;16462;16462;xe-1/0/6.2920;No;cr1.mgmt.vctr3
527;TRANSIT-VCTR3.inet.0;206.87.0.0/16;206.87.80.0/20;16462;16462;xe-1/0/6.2920;No;cr1.mgmt.vctr3
528;TRANSIT-VCTR3.inet.0;206.87.0.0/16;206.87.160.0/19;16462;16462;xe-1/0/6.2920;No;cr1.mgmt.vctr3
529;inet.0;207.23.0.0/16;207.23.96.0/20;397543;397543;xe-1/1/5.1770;No;cr1.mgmt.vctr3
530;inet.0;207.23.0.0/16;207.23.241.70/31;271;271;rlt0.40;No;cr1.mgmt.vctr3
531;inet.0;207.23.0.0/16;207.23.241.82/31;271;271;et-5/0/5.2991;No;cr1.mgmt.vctr3
532;inet.0;207.23.0.0/16;207.23.241.83/32;271;271;et-5/0/5.2991;Yes;cr1.mgmt.vctr3
533;inet.0;207.23.0.0/16;207.23.241.88/31;271;271;xe-1/0/2.2922;No;cr1.mgmt.vctr3
534;inet.0;207.23.0.0/16;207.23.241.89/32;271;271;xe-1/0/2.2922;Yes;cr1.mgmt.vctr3
535;inet.0;207.23.0.0/16;207.23.241.100/30;271;271;rlt0.40;No;cr1.mgmt.vctr3
536;inet.0;207.23.0.0/16;207.23.241.104/30;271;271;rlt0.40;No;cr1.mgmt.vctr3
537;inet.0;207.23.0.0/16;207.23.241.128/29;271;271;ge-0/1/3.853;No;cr1.mgmt.vctr3
538;inet.0;207.23.0.0/16;207.23.241.128/29;271;271;ge-0/1/3.853;No;cr1.mgmt.vctr3
539;inet.0;207.23.0.0/16;207.23.241.134/32;271;271;ge-0/1/3.853;Yes;cr1.mgmt.vctr3
540;inet.0;207.23.0.0/16;207.23.241.136/31;271;271;rlt0.6;No;cr1.mgmt.vctr3
541;inet.0;207.23.0.0/16;207.23.241.136/32;271;271;rlt0.6;Yes;cr1.mgmt.vctr3
542;inet.0;207.23.0.0/16;207.23.241.138/31;271;271;rlt0.27;No;cr1.mgmt.vctr3
543;inet.0;207.23.0.0/16;207.23.241.139/32;271;271;rlt0.27;Yes;cr1.mgmt.vctr3
544;inet.0;207.23.0.0/16;207.23.241.144/31;271;271;rlt0.13;No;cr1.mgmt.vctr3
545;inet.0;207.23.0.0/16;207.23.241.145/32;271;271;rlt0.13;Yes;cr1.mgmt.vctr3
546;inet.0;207.23.0.0/16;207.23.241.146/31;271;271;xe-1/1/5.1770;No;cr1.mgmt.vctr3
547;inet.0;207.23.0.0/16;207.23.241.146/32;271;271;xe-1/1/5.1770;Yes;cr1.mgmt.vctr3
548;inet.0;207.23.0.0/16;207.23.241.152/30;271;271;rlt0.40;No;cr1.mgmt.vctr3
549;inet.0;207.23.0.0/16;207.23.241.176/29;271;271;rlt0.40;No;cr1.mgmt.vctr3
550;inet.0;207.23.0.0/16;207.23.241.212/30;271;271;rlt0.40;No;cr1.mgmt.vctr3
551;inet.0;207.23.0.0/16;207.23.241.213/32;271;271;rlt0.40;Yes;cr1.mgmt.vctr3
552;inet.0;207.23.0.0/16;207.23.241.240/32;271;271;rlt0.40;No;cr1.mgmt.vctr3
553;inet.2;207.23.0.0/16;207.23.241.70/31;271;271;rlt0.40;No;cr1.mgmt.vctr3
554;inet.2;207.23.0.0/16;207.23.241.82/31;271;271;et-5/0/5.2991;No;cr1.mgmt.vctr3
555;inet.2;207.23.0.0/16;207.23.241.83/32;271;271;et-5/0/5.2991;Yes;cr1.mgmt.vctr3
556;inet.2;207.23.0.0/16;207.23.241.88/31;271;271;xe-1/0/2.2922;No;cr1.mgmt.vctr3
557;inet.2;207.23.0.0/16;207.23.241.89/32;271;271;xe-1/0/2.2922;Yes;cr1.mgmt.vctr3
558;inet.2;207.23.0.0/16;207.23.241.100/30;271;271;rlt0.40;No;cr1.mgmt.vctr3
559;inet.2;207.23.0.0/16;207.23.241.104/30;271;271;rlt0.40;No;cr1.mgmt.vctr3
560;inet.2;207.23.0.0/16;207.23.241.128/29;271;271;ge-0/1/3.853;No;cr1.mgmt.vctr3
561;inet.2;207.23.0.0/16;207.23.241.128/29;271;271;ge-0/1/3.853;No;cr1.mgmt.vctr3
562;inet.2;207.23.0.0/16;207.23.241.134/32;271;271;ge-0/1/3.853;Yes;cr1.mgmt.vctr3
563;inet.2;207.23.0.0/16;207.23.241.136/31;271;271;rlt0.6;No;cr1.mgmt.vctr3
564;inet.2;207.23.0.0/16;207.23.241.136/32;271;271;rlt0.6;Yes;cr1.mgmt.vctr3
565;inet.2;207.23.0.0/16;207.23.241.138/31;271;271;rlt0.27;No;cr1.mgmt.vctr3
566;inet.2;207.23.0.0/16;207.23.241.139/32;271;271;rlt0.27;Yes;cr1.mgmt.vctr3
567;inet.2;207.23.0.0/16;207.23.241.144/31;271;271;rlt0.13;No;cr1.mgmt.vctr3
568;inet.2;207.23.0.0/16;207.23.241.145/32;271;271;rlt0.13;Yes;cr1.mgmt.vctr3
569;inet.2;207.23.0.0/16;207.23.241.146/31;271;271;xe-1/1/5.1770;No;cr1.mgmt.vctr3
570;inet.2;207.23.0.0/16;207.23.241.146/32;271;271;xe-1/1/5.1770;Yes;cr1.mgmt.vctr3
571;inet.2;207.23.0.0/16;207.23.241.152/30;271;271;rlt0.40;No;cr1.mgmt.vctr3
572;inet.2;207.23.0.0/16;207.23.241.212/30;271;271;rlt0.40;No;cr1.mgmt.vctr3
573;inet.2;207.23.0.0/16;207.23.241.213/32;271;271;rlt0.40;Yes;cr1.mgmt.vctr3
574;inet.2;207.23.0.0/16;207.23.241.240/32;271;271;rlt0.40;No;cr1.mgmt.vctr3
575;IX-VCTR3.inet.0;207.23.0.0/16;207.23.96.0/20;397543;397543;xe-1/1/5.1771;No;cr1.mgmt.vctr3
576;IX-VCTR3.inet.0;207.23.0.0/16;207.23.241.70/31;271;271;rlt0.50;No;cr1.mgmt.vctr3
577;IX-VCTR3.inet.0;207.23.0.0/16;207.23.241.100/30;271;271;rlt0.50;No;cr1.mgmt.vctr3
578;IX-VCTR3.inet.0;207.23.0.0/16;207.23.241.104/30;271;271;rlt0.50;No;cr1.mgmt.vctr3
579;IX-VCTR3.inet.0;207.23.0.0/16;207.23.241.152/30;271;271;rlt0.50;No;cr1.mgmt.vctr3
580;IX-VCTR3.inet.0;207.23.0.0/16;207.23.241.176/29;271;271;rlt0.50;No;cr1.mgmt.vctr3
581;IX-VCTR3.inet.0;207.23.0.0/16;207.23.241.240/32;271;271;rlt0.50;No;cr1.mgmt.vctr3
582;IX-VCTR3.inet.0;207.23.0.0/16;207.23.244.220/31;271;271;xe-1/1/5.1771;No;cr1.mgmt.vctr3
583;IX-VCTR3.inet.0;207.23.0.0/16;207.23.244.220/32;271;271;xe-1/1/5.1771;Yes;cr1.mgmt.vctr3
584;IX-VCTR3.inet.0;207.23.0.0/16;207.23.244.222/31;271;271;rlt0.11;No;cr1.mgmt.vctr3
585;IX-VCTR3.inet.0;207.23.0.0/16;207.23.244.223/32;271;271;rlt0.11;Yes;cr1.mgmt.vctr3
586;IX-VCTR3.inet.0;207.23.0.0/16;207.23.244.224/31;271;271;rlt0.4;No;cr1.mgmt.vctr3
587;IX-VCTR3.inet.0;207.23.0.0/16;207.23.244.224/32;271;271;rlt0.4;Yes;cr1.mgmt.vctr3
588;IX-VCTR3.inet.0;207.23.0.0/16;207.23.244.226/31;271;271;rlt0.25;No;cr1.mgmt.vctr3
589;IX-VCTR3.inet.0;207.23.0.0/16;207.23.244.227/32;271;271;rlt0.25;Yes;cr1.mgmt.vctr3
590;IX-VCTR3.inet.0;207.23.0.0/16;207.23.244.230/31;271;271;et-5/0/5.2992;No;cr1.mgmt.vctr3
591;IX-VCTR3.inet.0;207.23.0.0/16;207.23.244.231/32;271;271;et-5/0/5.2992;Yes;cr1.mgmt.vctr3
592;IX-VCTR3.inet.0;207.23.0.0/16;207.23.244.232/31;271;271;xe-1/0/2.2921;No;cr1.mgmt.vctr3
593;IX-VCTR3.inet.0;207.23.0.0/16;207.23.244.233/32;271;271;xe-1/0/2.2921;Yes;cr1.mgmt.vctr3
594;IX-VCTR3.inet.0;207.23.0.0/16;207.23.244.236/30;271;271;ae0.339;No;cr1.mgmt.vctr3
595;IX-VCTR3.inet.0;207.23.0.0/16;207.23.244.238/32;271;271;ae0.339;Yes;cr1.mgmt.vctr3
596;IX-VCTR3.inet.0;207.23.0.0/16;207.23.244.248/30;271;271;rlt0.50;No;cr1.mgmt.vctr3
597;IX-VCTR3.inet.0;207.23.0.0/16;207.23.244.250/32;271;271;rlt0.50;Yes;cr1.mgmt.vctr3
598;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.96.0/20;397543;397543;xe-1/1/5.1772;No;cr1.mgmt.vctr3
599;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.128.0/19;397375;852 397375;xe-1/1/3.0;No;cr1.mgmt.vctr3
600;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.241.70/31;271;271;rlt0.30;No;cr1.mgmt.vctr3
601;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.241.100/30;271;271;rlt0.30;No;cr1.mgmt.vctr3
602;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.241.104/30;271;271;rlt0.30;No;cr1.mgmt.vctr3
603;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.241.152/30;271;271;rlt0.30;No;cr1.mgmt.vctr3
604;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.241.176/29;271;271;rlt0.30;No;cr1.mgmt.vctr3
605;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.241.184/31;271;271;xe-1/0/6.2920;No;cr1.mgmt.vctr3
606;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.241.185/32;271;271;xe-1/0/6.2920;Yes;cr1.mgmt.vctr3
607;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.241.186/31;271;271;et-5/0/5.2952;No;cr1.mgmt.vctr3
608;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.241.187/32;271;271;et-5/0/5.2952;Yes;cr1.mgmt.vctr3
609;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.241.188/30;271;271;rlt0.30;No;cr1.mgmt.vctr3
610;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.241.189/32;271;271;rlt0.30;Yes;cr1.mgmt.vctr3
611;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.241.224/31;271;271;rlt0.2;No;cr1.mgmt.vctr3
612;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.241.224/32;271;271;rlt0.2;Yes;cr1.mgmt.vctr3
613;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.241.226/31;271;271;rlt0.29;No;cr1.mgmt.vctr3
614;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.241.227/32;271;271;rlt0.29;Yes;cr1.mgmt.vctr3
615;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.241.236/31;271;271;rlt0.45;No;cr1.mgmt.vctr3
616;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.241.237/32;271;271;rlt0.45;Yes;cr1.mgmt.vctr3
617;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.241.238/31;271;271;xe-1/1/5.1772;No;cr1.mgmt.vctr3
618;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.241.238/32;271;271;xe-1/1/5.1772;Yes;cr1.mgmt.vctr3
619;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.241.240/32;271;271;rlt0.30;No;cr1.mgmt.vctr3
620;TRANSIT-VCTR3.inet.0;207.23.0.0/16;207.23.253.8/32;271;271;lo0.1;Yes;cr1.mgmt.vctr3
621;TRANSIT-VCTR3.inet.0;209.87.0.0/18;209.87.62.0/24;55185;852 13768 55185;xe-1/1/3.0;No;cr1.mgmt.vctr3
622;TRANSIT-VCTR3.inet.0;209.87.0.0/18;209.87.62.0/24;55185;6327 13768 55185;xe-1/0/3.0;No;cr1.mgmt.vctr3
623;inet.0;134.87.0.0/16;134.87.2.20/30;271;271;rlt0.40;No;cr1.mgmt.vncv1
624;inet.0;134.87.0.0/16;134.87.2.26/31;271;271;et-7/1/2.2987;No;cr1.mgmt.vncv1
625;inet.0;134.87.0.0/16;134.87.2.27/32;271;271;et-7/1/2.2987;Yes;cr1.mgmt.vncv1
626;inet.0;134.87.0.0/16;134.87.2.28/30;271;271;rlt0.40;No;cr1.mgmt.vncv1
627;inet.0;134.87.0.0/16;134.87.2.64/31;271;271;rlt0.40;No;cr1.mgmt.vncv1
628;inet.0;134.87.0.0/16;134.87.2.65/32;271;271;rlt0.40;Yes;cr1.mgmt.vncv1
629;inet.0;134.87.0.0/16;134.87.2.80/30;271;271;ge-1/1/9.74;No;cr1.mgmt.vncv1
630;inet.0;134.87.0.0/16;134.87.2.82/32;271;271;ge-1/1/9.74;Yes;cr1.mgmt.vncv1
631;inet.0;134.87.0.0/16;134.87.2.160/29;271;271;xe-2/0/2.83;No;cr1.mgmt.vncv1
632;inet.0;134.87.0.0/16;134.87.2.166/32;271;271;xe-2/0/2.83;Yes;cr1.mgmt.vncv1
633;inet.0;134.87.0.0/16;134.87.2.168/31;271;271;et-5/0/2.912;No;cr1.mgmt.vncv1
634;inet.0;134.87.0.0/16;134.87.2.169/32;271;271;et-5/0/2.912;Yes;cr1.mgmt.vncv1
635;inet.0;134.87.0.0/16;134.87.2.170/31;271;271;et-5/0/2.170;No;cr1.mgmt.vncv1
636;inet.0;134.87.0.0/16;134.87.2.171/32;271;271;et-5/0/2.170;Yes;cr1.mgmt.vncv1
637;inet.0;134.87.0.0/16;134.87.2.188/30;271;271;ge-11/1/6.0;No;cr1.mgmt.vncv1
638;inet.0;134.87.0.0/16;134.87.2.189/32;271;271;ge-11/1/6.0;Yes;cr1.mgmt.vncv1
639;inet.0;134.87.0.0/16;134.87.4.0/24;271;271;rlt0.40;No;cr1.mgmt.vncv1
640;inet.0;134.87.0.0/16;134.87.112.0/24;271;271;rlt0.40;No;cr1.mgmt.vncv1
641;inet.2;134.87.0.0/16;134.87.2.20/30;271;271;rlt0.40;No;cr1.mgmt.vncv1
642;inet.2;134.87.0.0/16;134.87.2.26/31;271;271;et-7/1/2.2987;No;cr1.mgmt.vncv1
643;inet.2;134.87.0.0/16;134.87.2.27/32;271;271;et-7/1/2.2987;Yes;cr1.mgmt.vncv1
644;inet.2;134.87.0.0/16;134.87.2.28/30;271;271;rlt0.40;No;cr1.mgmt.vncv1
645;inet.2;134.87.0.0/16;134.87.2.64/31;271;271;rlt0.40;No;cr1.mgmt.vncv1
646;inet.2;134.87.0.0/16;134.87.2.65/32;271;271;rlt0.40;Yes;cr1.mgmt.vncv1
647;inet.2;134.87.0.0/16;134.87.2.80/30;271;271;ge-1/1/9.74;No;cr1.mgmt.vncv1
